ID,UserID,Department,UserRole,Connection,Timestamp,AccessLevel,AccessDuration,DeviceID,PatientID,IsAccessFail,IsSensitive,VisitDepartment
14848,USR_126,DPT_005,Nurse,OnSite,2024-01-01 11:29:37,read,286,DVC_148,PTN_09419,0,1,DPT_005
94908,USR_126,DPT_009,Nurse,VPN,2024-01-03 13:58:16,read,281,DVC_078,PTN_18938,0,1,DPT_009
81881,USR_126,DPT_009,Nurse,OnSite,2024-01-03 12:01:21,read,215,DVC_161,PTN_04575,0,1,DPT_009
5557,USR_126,DPT_009,Nurse,OnSite,2024-01-02 09:12:28,modify,186,DVC_189,PTN_03715,0,1,DPT_010
70419,USR_126,DPT_001,Nurse,OnSite,2024-01-03 10:47:29,modify,188,DVC_082,PTN_07280,1,1,DPT_001
84591,USR_126,DPT_009,Nurse,OnSite,2024-01-02 09:45:35,read,163,DVC_022,PTN_00115,0,1,DPT_009
69195,USR_126,DPT_003,Nurse,OnSite,2024-01-03 15:57:07,modify,131,DVC_035,PTN_06417,0,1,DPT_003
46055,USR_126,DPT_009,Nurse,OnSite,2024-01-01 15:34:11,write,85,DVC_046,PTN_11628,0,1,DPT_010
89856,USR_126,DPT_004,Nurse,OnSite,2024-01-01 16:43:31,read,170,DVC_081,PTN_01824,0,1,DPT_004
81386,USR_126,DPT_010,Nurse,OnSite,2024-01-02 10:27:38,read,213,DVC_037,PTN_04796,0,1,DPT_010
61874,USR_126,DPT_009,Nurse,OnSite,2024-01-03 10:09:02,read,295,DVC_064,PTN_04120,0,1,DPT_009
77770,USR_126,DPT_007,Nurse,OnSite,2024-01-01 15:26:25,modify,153,DVC_194,PTN_18103,0,1,DPT_007
92066,USR_126,DPT_009,Nurse,OnSite,2024-01-02 16:11:48,read,190,DVC_114,PTN_11821,0,1,DPT_009
9920,USR_126,DPT_006,Nurse,OnSite,2024-01-02 11:58:28,read,178,DVC_031,PTN_19889,0,1,DPT_006
2630,USR_126,DPT_002,Nurse,OnSite,2024-01-01 12:45:32,write,161,DVC_084,PTN_19141,0,1,DPT_002
59683,USR_126,DPT_008,Nurse,OnSite,2024-01-03 14:54:35,read,268,DVC_049,PTN_07970,0,1,DPT_008
74275,USR_126,DPT_006,Nurse,OnSite,2024-01-01 15:11:20,read,211,DVC_114,PTN_05770,0,1,DPT_006
42203,USR_126,DPT_010,Nurse,OnSite,2024-01-02 15:53:31,read,116,DVC_099,PTN_14971,0,1,DPT_010
64918,USR_126,DPT_003,Nurse,OnSite,2024-01-02 13:27:46,write,214,DVC_024,PTN_06954,0,1,DPT_003
29871,USR_126,DPT_007,Nurse,OnSite,2024-01-03 15:47:03,read,209,DVC_137,PTN_04306,0,1,DPT_007
88961,USR_126,DPT_002,Nurse,OnSite,2024-01-03 15:34:38,read,214,DVC_092,PTN_16812,0,1,DPT_002
77820,USR_126,DPT_001,Nurse,OnSite,2024-01-02 16:36:42,delete,297,DVC_147,PTN_17092,0,1,DPT_001
1473,USR_126,DPT_005,Nurse,OnSite,2024-01-02 13:19:17,read,73,DVC_079,PTN_14393,0,1,DPT_005
85617,USR_126,DPT_007,Nurse,OnSite,2024-01-02 14:14:30,read,299,DVC_092,PTN_09437,0,1,DPT_007
55647,USR_126,DPT_008,Nurse,OnSite,2024-01-01 10:08:42,delete,200,DVC_024,PTN_09944,0,1,DPT_008
81380,USR_126,DPT_008,Nurse,OnSite,2024-01-03 14:39:28,write,230,DVC_034,PTN_08855,0,1,DPT_008
